video_path,label
SSv2/20bn-something-something-v2/37793.webm,Moving something and something so they collide with each other
SSv2/20bn-something-something-v2/98093.webm,Moving something and something so they collide with each other
SSv2/20bn-something-something-v2/161847.webm,Moving something and something so they pass each other
SSv2/20bn-something-something-v2/183524.webm,Moving something and something so they pass each other
SSv2/20bn-something-something-v2/58639.webm,Moving something and something so they pass each other
SSv2/20bn-something-something-v2/18892.webm,Moving something away from something
SSv2/20bn-something-something-v2/47334.webm,Moving something away from something
SSv2/20bn-something-something-v2/72578.webm,Moving something away from something
SSv2/20bn-something-something-v2/115940.webm,Moving something away from the camera
SSv2/20bn-something-something-v2/173477.webm,Moving something away from the camera
SSv2/20bn-something-something-v2/97599.webm,Moving something away from the camera
SSv2/20bn-something-something-v2/17078.webm,Moving something closer to something
SSv2/20bn-something-something-v2/4304.webm,Moving something closer to something
SSv2/20bn-something-something-v2/99485.webm,Moving something closer to something
SSv2/20bn-something-something-v2/126911.webm,Moving something down
SSv2/20bn-something-something-v2/194738.webm,Moving something down
SSv2/20bn-something-something-v2/84033.webm,Moving something down
SSv2/20bn-something-something-v2/103100.webm,Moving something towards the camera
SSv2/20bn-something-something-v2/116656.webm,Moving something towards the camera
SSv2/20bn-something-something-v2/561.webm,Moving something towards the camera
SSv2/20bn-something-something-v2/146592.webm,Moving something up
SSv2/20bn-something-something-v2/164350.webm,Moving something up
SSv2/20bn-something-something-v2/172950.webm,Moving something up
SSv2/20bn-something-something-v2/122086.webm,Opening something
SSv2/20bn-something-something-v2/15433.webm,Opening something
SSv2/20bn-something-something-v2/69651.webm,Opening something
SSv2/20bn-something-something-v2/14943.webm,Picking something up
SSv2/20bn-something-something-v2/204930.webm,Picking something up
SSv2/20bn-something-something-v2/22403.webm,Picking something up
SSv2/20bn-something-something-v2/186643.webm,Piling something up
SSv2/20bn-something-something-v2/195381.webm,Piling something up
SSv2/20bn-something-something-v2/56368.webm,Piling something up
SSv2/20bn-something-something-v2/169185.webm,Plugging something into something
SSv2/20bn-something-something-v2/37035.webm,Plugging something into something
SSv2/20bn-something-something-v2/56850.webm,Plugging something into something
SSv2/20bn-something-something-v2/218275.webm,Plugging something into something but pulling it right out as you remove your hand
SSv2/20bn-something-something-v2/69113.webm,Plugging something into something but pulling it right out as you remove your hand
SSv2/20bn-something-something-v2/71864.webm,Plugging something into something but pulling it right out as you remove your hand
SSv2/20bn-something-something-v2/205119.webm,Poking a hole into some substance
SSv2/20bn-something-something-v2/83789.webm,Poking a hole into some substance
SSv2/20bn-something-something-v2/150962.webm,Poking a hole into something soft
SSv2/20bn-something-something-v2/204567.webm,Poking a hole into something soft
SSv2/20bn-something-something-v2/89238.webm,Poking a hole into something soft
SSv2/20bn-something-something-v2/143778.webm,Poking a stack of something so the stack collapses
SSv2/20bn-something-something-v2/80340.webm,Poking a stack of something so the stack collapses
SSv2/20bn-something-something-v2/91999.webm,Poking a stack of something so the stack collapses
SSv2/20bn-something-something-v2/72701.webm,Poking a stack of something without the stack collapsing
SSv2/20bn-something-something-v2/76245.webm,Poking a stack of something without the stack collapsing
SSv2/20bn-something-something-v2/93448.webm,Poking a stack of something without the stack collapsing
SSv2/20bn-something-something-v2/162600.webm,Poking something so it slightly moves
SSv2/20bn-something-something-v2/167213.webm,Poking something so it slightly moves
SSv2/20bn-something-something-v2/69961.webm,Poking something so it slightly moves
SSv2/20bn-something-something-v2/131388.webm,Poking something so lightly that it doesn't or almost doesn't move
SSv2/20bn-something-something-v2/82126.webm,Poking something so lightly that it doesn't or almost doesn't move
SSv2/20bn-something-something-v2/89337.webm,Poking something so lightly that it doesn't or almost doesn't move
SSv2/20bn-something-something-v2/145245.webm,Poking something so that it falls over
SSv2/20bn-something-something-v2/177849.webm,Poking something so that it falls over
SSv2/20bn-something-something-v2/178292.webm,Poking something so that it falls over
SSv2/20bn-something-something-v2/16126.webm,Poking something so that it spins around
SSv2/20bn-something-something-v2/180752.webm,Poking something so that it spins around
SSv2/20bn-something-something-v2/203207.webm,Poking something so that it spins around
SSv2/20bn-something-something-v2/203484.webm,Pouring something into something
SSv2/20bn-something-something-v2/3069.webm,Pouring something into something
SSv2/20bn-something-something-v2/47048.webm,Pouring something into something
SSv2/20bn-something-something-v2/192541.webm,Pouring something into something until it overflows
SSv2/20bn-something-something-v2/215023.webm,Pouring something into something until it overflows
SSv2/20bn-something-something-v2/99752.webm,Pouring something into something until it overflows
SSv2/20bn-something-something-v2/164518.webm,Pouring something onto something
SSv2/20bn-something-something-v2/212666.webm,Pouring something onto something
SSv2/20bn-something-something-v2/62144.webm,Pouring something onto something
SSv2/20bn-something-something-v2/102285.webm,Pouring something out of something
SSv2/20bn-something-something-v2/63574.webm,Pouring something out of something
SSv2/20bn-something-something-v2/81458.webm,Pouring something out of something
SSv2/20bn-something-something-v2/161137.webm,Pretending or failing to wipe something off of something
SSv2/20bn-something-something-v2/46288.webm,Pretending or failing to wipe something off of something
SSv2/20bn-something-something-v2/99787.webm,Pretending or failing to wipe something off of something
SSv2/20bn-something-something-v2/1738.webm,Pretending or trying and failing to twist something
SSv2/20bn-something-something-v2/60976.webm,Pretending or trying and failing to twist something
SSv2/20bn-something-something-v2/98421.webm,Pretending or trying and failing to twist something
SSv2/20bn-something-something-v2/161213.webm,Pretending to be tearing something that is not tearable
SSv2/20bn-something-something-v2/162139.webm,Pretending to be tearing something that is not tearable
SSv2/20bn-something-something-v2/57888.webm,Pretending to be tearing something that is not tearable
SSv2/20bn-something-something-v2/100627.webm,Pretending to close something without actually closing it
SSv2/20bn-something-something-v2/113295.webm,Pretending to close something without actually closing it
SSv2/20bn-something-something-v2/137917.webm,Pretending to close something without actually closing it
SSv2/20bn-something-something-v2/101671.webm,Pretending to open something without actually opening it
SSv2/20bn-something-something-v2/102239.webm,Pretending to open something without actually opening it
SSv2/20bn-something-something-v2/70465.webm,Pretending to open something without actually opening it
SSv2/20bn-something-something-v2/10879.webm,Pretending to pick something up
SSv2/20bn-something-something-v2/147327.webm,Pretending to pick something up
SSv2/20bn-something-something-v2/149885.webm,Pretending to pick something up
SSv2/20bn-something-something-v2/103488.webm,Pretending to poke something
SSv2/20bn-something-something-v2/163917.webm,Pretending to poke something
SSv2/20bn-something-something-v2/212860.webm,Pretending to poke something
SSv2/20bn-something-something-v2/187570.webm,"Pretending to pour something out of something, but something is empty"
SSv2/20bn-something-something-v2/27227.webm,"Pretending to pour something out of something, but something is empty"
SSv2/20bn-something-something-v2/31564.webm,"Pretending to pour something out of something, but something is empty"
SSv2/20bn-something-something-v2/14326.webm,Pretending to put something behind something
SSv2/20bn-something-something-v2/166532.webm,Pretending to put something behind something
SSv2/20bn-something-something-v2/212482.webm,Pretending to put something behind something
SSv2/20bn-something-something-v2/155115.webm,Pretending to put something into something
SSv2/20bn-something-something-v2/207253.webm,Pretending to put something into something
SSv2/20bn-something-something-v2/407.webm,Pretending to put something into something
SSv2/20bn-something-something-v2/171593.webm,Pretending to put something next to something
SSv2/20bn-something-something-v2/196445.webm,Pretending to put something next to something
SSv2/20bn-something-something-v2/97138.webm,Pretending to put something next to something
SSv2/20bn-something-something-v2/133294.webm,Pretending to put something on a surface
SSv2/20bn-something-something-v2/135151.webm,Pretending to put something on a surface
SSv2/20bn-something-something-v2/194622.webm,Pretending to put something on a surface
SSv2/20bn-something-something-v2/123762.webm,Pretending to put something onto something
SSv2/20bn-something-something-v2/150101.webm,Pretending to put something onto something
SSv2/20bn-something-something-v2/157018.webm,Pretending to put something onto something
SSv2/20bn-something-something-v2/141391.webm,Pretending to put something underneath something
SSv2/20bn-something-something-v2/158514.webm,Pretending to put something underneath something
SSv2/20bn-something-something-v2/29574.webm,Pretending to put something underneath something
SSv2/20bn-something-something-v2/103501.webm,Pretending to scoop something up with something
SSv2/20bn-something-something-v2/121304.webm,Pretending to scoop something up with something
SSv2/20bn-something-something-v2/31689.webm,Pretending to scoop something up with something
SSv2/20bn-something-something-v2/207910.webm,Pretending to spread air onto something
SSv2/20bn-something-something-v2/47215.webm,Pretending to spread air onto something
SSv2/20bn-something-something-v2/59926.webm,Pretending to spread air onto something
SSv2/20bn-something-something-v2/100352.webm,Pretending to sprinkle air onto something
SSv2/20bn-something-something-v2/60274.webm,Pretending to sprinkle air onto something
SSv2/20bn-something-something-v2/86189.webm,Pretending to sprinkle air onto something
SSv2/20bn-something-something-v2/136994.webm,Pretending to squeeze something
SSv2/20bn-something-something-v2/174960.webm,Pretending to squeeze something
SSv2/20bn-something-something-v2/24365.webm,Pretending to squeeze something
SSv2/20bn-something-something-v2/191062.webm,Pretending to take something from somewhere
SSv2/20bn-something-something-v2/215918.webm,Pretending to take something from somewhere
SSv2/20bn-something-something-v2/55412.webm,Pretending to take something from somewhere
SSv2/20bn-something-something-v2/219636.webm,Pretending to take something out of something
SSv2/20bn-something-something-v2/25740.webm,Pretending to take something out of something
SSv2/20bn-something-something-v2/546.webm,Pretending to take something out of something
SSv2/20bn-something-something-v2/150053.webm,Pretending to throw something
SSv2/20bn-something-something-v2/20303.webm,Pretending to throw something
SSv2/20bn-something-something-v2/71331.webm,Pretending to throw something
SSv2/20bn-something-something-v2/188820.webm,Pretending to turn something upside down
SSv2/20bn-something-something-v2/1997.webm,Pretending to turn something upside down
SSv2/20bn-something-something-v2/88853.webm,Pretending to turn something upside down
SSv2/20bn-something-something-v2/198822.webm,Pulling something from behind of something
SSv2/20bn-something-something-v2/201653.webm,Pulling something from behind of something
SSv2/20bn-something-something-v2/25299.webm,Pulling something from behind of something
SSv2/20bn-something-something-v2/186420.webm,Pulling something from left to right
SSv2/20bn-something-something-v2/188520.webm,Pulling something from left to right
SSv2/20bn-something-something-v2/79348.webm,Pulling something from left to right
SSv2/20bn-something-something-v2/140839.webm,Pulling something from right to left
SSv2/20bn-something-something-v2/17165.webm,Pulling something from right to left
SSv2/20bn-something-something-v2/73254.webm,Pulling something from right to left
SSv2/20bn-something-something-v2/110629.webm,Pulling something onto something
SSv2/20bn-something-something-v2/19279.webm,Pulling something onto something
SSv2/20bn-something-something-v2/31174.webm,Pulling something onto something
SSv2/20bn-something-something-v2/136659.webm,Pulling something out of something
SSv2/20bn-something-something-v2/25865.webm,Pulling something out of something
SSv2/20bn-something-something-v2/76752.webm,Pulling something out of something
SSv2/20bn-something-something-v2/106911.webm,Pulling two ends of something but nothing happens
SSv2/20bn-something-something-v2/65459.webm,Pulling two ends of something but nothing happens
SSv2/20bn-something-something-v2/70651.webm,Pulling two ends of something but nothing happens
SSv2/20bn-something-something-v2/136758.webm,Pulling two ends of something so that it gets stretched
SSv2/20bn-something-something-v2/208143.webm,Pulling two ends of something so that it gets stretched
SSv2/20bn-something-something-v2/78171.webm,Pulling two ends of something so that it gets stretched
SSv2/20bn-something-something-v2/164613.webm,Pulling two ends of something so that it separates into two pieces
SSv2/20bn-something-something-v2/197149.webm,Pulling two ends of something so that it separates into two pieces
SSv2/20bn-something-something-v2/95060.webm,Pulling two ends of something so that it separates into two pieces
SSv2/20bn-something-something-v2/131508.webm,Pushing something from left to right
SSv2/20bn-something-something-v2/206943.webm,Pushing something from left to right
SSv2/20bn-something-something-v2/62949.webm,Pushing something from left to right
SSv2/20bn-something-something-v2/219835.webm,Pushing something from right to left
SSv2/20bn-something-something-v2/29190.webm,Pushing something from right to left
SSv2/20bn-something-something-v2/36384.webm,Pushing something from right to left
SSv2/20bn-something-something-v2/123153.webm,Pushing something off of something
SSv2/20bn-something-something-v2/204107.webm,Pushing something off of something
SSv2/20bn-something-something-v2/2724.webm,Pushing something off of something
SSv2/20bn-something-something-v2/18609.webm,Pushing something onto something
SSv2/20bn-something-something-v2/187827.webm,Pushing something onto something
SSv2/20bn-something-something-v2/199572.webm,Pushing something onto something
SSv2/20bn-something-something-v2/182099.webm,Pushing something so it spins
SSv2/20bn-something-something-v2/220633.webm,Pushing something so it spins
SSv2/20bn-something-something-v2/36925.webm,Pushing something so it spins
SSv2/20bn-something-something-v2/132319.webm,Pushing something so that it almost falls off but doesn't
SSv2/20bn-something-something-v2/209168.webm,Pushing something so that it almost falls off but doesn't
SSv2/20bn-something-something-v2/38705.webm,Pushing something so that it almost falls off but doesn't
SSv2/20bn-something-something-v2/101718.webm,Pushing something so that it falls off the table
SSv2/20bn-something-something-v2/31621.webm,Pushing something so that it falls off the table
SSv2/20bn-something-something-v2/91300.webm,Pushing something so that it falls off the table
SSv2/20bn-something-something-v2/32975.webm,Pushing something so that it slightly moves
SSv2/20bn-something-something-v2/48918.webm,Pushing something so that it slightly moves
SSv2/20bn-something-something-v2/82391.webm,Pushing something so that it slightly moves
SSv2/20bn-something-something-v2/135514.webm,Pushing something with something
SSv2/20bn-something-something-v2/41604.webm,Pushing something with something
SSv2/20bn-something-something-v2/82981.webm,Pushing something with something
SSv2/20bn-something-something-v2/189306.webm,Putting number of something onto something
SSv2/20bn-something-something-v2/29616.webm,Putting number of something onto something
SSv2/20bn-something-something-v2/67702.webm,Putting number of something onto something
SSv2/20bn-something-something-v2/100308.webm,Putting something and something on the table
SSv2/20bn-something-something-v2/11402.webm,Putting something and something on the table
SSv2/20bn-something-something-v2/4345.webm,Putting something and something on the table
SSv2/20bn-something-something-v2/124034.webm,Putting something behind something
SSv2/20bn-something-something-v2/179980.webm,Putting something behind something
SSv2/20bn-something-something-v2/67258.webm,Putting something behind something
SSv2/20bn-something-something-v2/117709.webm,Putting something in front of something
SSv2/20bn-something-something-v2/156551.webm,Putting something in front of something
SSv2/20bn-something-something-v2/190402.webm,Putting something in front of something
SSv2/20bn-something-something-v2/157079.webm,Putting something into something
SSv2/20bn-something-something-v2/5607.webm,Putting something into something
SSv2/20bn-something-something-v2/70958.webm,Putting something into something
SSv2/20bn-something-something-v2/112634.webm,Putting something next to something
SSv2/20bn-something-something-v2/29090.webm,Putting something next to something
SSv2/20bn-something-something-v2/50145.webm,Putting something next to something
SSv2/20bn-something-something-v2/102468.webm,Putting something on a flat surface without letting it roll
SSv2/20bn-something-something-v2/145335.webm,Putting something on a flat surface without letting it roll
SSv2/20bn-something-something-v2/198575.webm,Putting something on a flat surface without letting it roll
SSv2/20bn-something-something-v2/179652.webm,Putting something on a surface
SSv2/20bn-something-something-v2/200317.webm,Putting something on a surface
SSv2/20bn-something-something-v2/62357.webm,Putting something on a surface
SSv2/20bn-something-something-v2/15841.webm,Putting something on the edge of something so it is not supported and falls down
SSv2/20bn-something-something-v2/21359.webm,Putting something on the edge of something so it is not supported and falls down
SSv2/20bn-something-something-v2/3416.webm,Putting something on the edge of something so it is not supported and falls down
SSv2/20bn-something-something-v2/61525.webm,Putting something onto a slanted surface but it doesn't glide down
SSv2/20bn-something-something-v2/91203.webm,Putting something onto a slanted surface but it doesn't glide down
SSv2/20bn-something-something-v2/107056.webm,Putting something onto something
SSv2/20bn-something-something-v2/120327.webm,Putting something onto something
SSv2/20bn-something-something-v2/27468.webm,Putting something onto something
SSv2/20bn-something-something-v2/195829.webm,Putting something onto something else that cannot support it so it falls down
SSv2/20bn-something-something-v2/200606.webm,Putting something onto something else that cannot support it so it falls down
SSv2/20bn-something-something-v2/208299.webm,Putting something onto something else that cannot support it so it falls down
SSv2/20bn-something-something-v2/14285.webm,Putting something similar to other things that are already on the table
SSv2/20bn-something-something-v2/78397.webm,Putting something similar to other things that are already on the table
SSv2/20bn-something-something-v2/79381.webm,Putting something similar to other things that are already on the table
SSv2/20bn-something-something-v2/58109.webm,"Putting something that can't roll onto a slanted surface, so it slides down"
SSv2/20bn-something-something-v2/70909.webm,"Putting something that can't roll onto a slanted surface, so it slides down"
SSv2/20bn-something-something-v2/79585.webm,"Putting something that can't roll onto a slanted surface, so it slides down"
SSv2/20bn-something-something-v2/172155.webm,"Putting something that can't roll onto a slanted surface, so it stays where it is"
SSv2/20bn-something-something-v2/32768.webm,"Putting something that can't roll onto a slanted surface, so it stays where it is"
SSv2/20bn-something-something-v2/5440.webm,"Putting something that can't roll onto a slanted surface, so it stays where it is"
SSv2/20bn-something-something-v2/130405.webm,"Putting something that cannot actually stand upright upright on the table, so it falls on its side"
SSv2/20bn-something-something-v2/135567.webm,"Putting something that cannot actually stand upright upright on the table, so it falls on its side"
SSv2/20bn-something-something-v2/165892.webm,"Putting something that cannot actually stand upright upright on the table, so it falls on its side"
SSv2/20bn-something-something-v2/111246.webm,Putting something underneath something
SSv2/20bn-something-something-v2/178190.webm,Putting something underneath something
SSv2/20bn-something-something-v2/41353.webm,Putting something underneath something
SSv2/20bn-something-something-v2/110891.webm,Putting something upright on the table
SSv2/20bn-something-something-v2/112530.webm,Putting something upright on the table
SSv2/20bn-something-something-v2/126999.webm,Putting something upright on the table
SSv2/20bn-something-something-v2/147944.webm,"Putting something, something and something on the table"
SSv2/20bn-something-something-v2/212906.webm,"Putting something, something and something on the table"
SSv2/20bn-something-something-v2/86668.webm,"Putting something, something and something on the table"
SSv2/20bn-something-something-v2/121614.webm,"Removing something, revealing something behind"
SSv2/20bn-something-something-v2/156680.webm,"Removing something, revealing something behind"
SSv2/20bn-something-something-v2/61799.webm,"Removing something, revealing something behind"
SSv2/20bn-something-something-v2/149127.webm,Rolling something on a flat surface
SSv2/20bn-something-something-v2/195494.webm,Rolling something on a flat surface
SSv2/20bn-something-something-v2/53266.webm,Rolling something on a flat surface
SSv2/20bn-something-something-v2/133298.webm,Scooping something up with something
SSv2/20bn-something-something-v2/16404.webm,Scooping something up with something
SSv2/20bn-something-something-v2/40981.webm,Scooping something up with something
SSv2/20bn-something-something-v2/198469.webm,Showing a photo of something to the camera
SSv2/20bn-something-something-v2/205046.webm,Showing a photo of something to the camera
SSv2/20bn-something-something-v2/27744.webm,Showing a photo of something to the camera
SSv2/20bn-something-something-v2/114596.webm,Showing something behind something
SSv2/20bn-something-something-v2/133071.webm,Showing something behind something
SSv2/20bn-something-something-v2/84004.webm,Showing something behind something
SSv2/20bn-something-something-v2/118340.webm,Showing something next to something
SSv2/20bn-something-something-v2/28275.webm,Showing something next to something
SSv2/20bn-something-something-v2/28524.webm,Showing something next to something
SSv2/20bn-something-something-v2/200750.webm,Showing something on top of something
SSv2/20bn-something-something-v2/67816.webm,Showing something on top of something
SSv2/20bn-something-something-v2/6940.webm,Showing something on top of something
SSv2/20bn-something-something-v2/129001.webm,Showing something to the camera
SSv2/20bn-something-something-v2/152332.webm,Showing something to the camera
SSv2/20bn-something-something-v2/66249.webm,Showing something to the camera
SSv2/20bn-something-something-v2/20328.webm,Showing that something is empty
SSv2/20bn-something-something-v2/39214.webm,Showing that something is empty
SSv2/20bn-something-something-v2/50797.webm,Showing that something is empty
SSv2/20bn-something-something-v2/130179.webm,Showing that something is inside something
SSv2/20bn-something-something-v2/171883.webm,Showing that something is inside something
SSv2/20bn-something-something-v2/48113.webm,Showing that something is inside something
SSv2/20bn-something-something-v2/117828.webm,Something being deflected from something
SSv2/20bn-something-something-v2/177040.webm,Something being deflected from something
SSv2/20bn-something-something-v2/184477.webm,Something being deflected from something
SSv2/20bn-something-something-v2/115660.webm,Something colliding with something and both are being deflected
SSv2/20bn-something-something-v2/172715.webm,Something colliding with something and both are being deflected
SSv2/20bn-something-something-v2/194303.webm,Something colliding with something and both are being deflected
SSv2/20bn-something-something-v2/125903.webm,Something colliding with something and both come to a halt
SSv2/20bn-something-something-v2/189246.webm,Something colliding with something and both come to a halt
SSv2/20bn-something-something-v2/71255.webm,Something colliding with something and both come to a halt
SSv2/20bn-something-something-v2/201992.webm,Something falling like a feather or paper
SSv2/20bn-something-something-v2/214054.webm,Something falling like a feather or paper
SSv2/20bn-something-something-v2/28151.webm,Something falling like a feather or paper
SSv2/20bn-something-something-v2/141497.webm,Something falling like a rock
SSv2/20bn-something-something-v2/208596.webm,Something falling like a rock
SSv2/20bn-something-something-v2/74790.webm,Something falling like a rock
SSv2/20bn-something-something-v2/208122.webm,Spilling something behind something
SSv2/20bn-something-something-v2/62584.webm,Spilling something behind something
SSv2/20bn-something-something-v2/214683.webm,Spilling something next to something
SSv2/20bn-something-something-v2/55215.webm,Spilling something next to something
SSv2/20bn-something-something-v2/56209.webm,Spilling something next to something
